logical_offset,track2_raw_offset,byte_len,text,jp_chars,hiragana,katakana,kanji
0x148566B7,0x17994637,20,いいんだろう・・・。,9,6,3,0
0x148566CC,0x1799464C,24,まぁ、そうだけど・・・。,10,7,3,0
0x148566E5,0x17994665,14,女の子がいる。,6,4,0,2
0x148566F4,0x17994674,20,なにしてんのかなぁ。,9,9,0,0
0x14856709,0x17994689,26,俺はおじさんではないっ！！,11,10,0,1
0x14856724,0x179946A4,30,いくつからがおじさんなんだよ。,14,14,0,0
0x14856743,0x179946C3,14,ぐぅ・・・・。,6,2,4,0
0x14856752,0x179946D2,16,大きなお世話だ。,7,4,0,3
0x14856763,0x179946E3,16,しょーがねぇな。,7,6,1,0
0x14856774,0x179946F4,22,一枚撮って追い返そう。,10,5,0,5
0x1485678B,0x1799470B,18,じゃあ、笑ってー。,7,5,1,1
0x148567AB,0x1799472B,29,>「鱒井ホームランカードは？」,11,1,8,2
0x148567CF,0x1799474F,25,>「今撮った写真でいい？」,9,5,0,4
0x148567EF,0x1799476F,21,>「ピアスあげるよ。」,7,4,3,0
0x14856805,0x179948B5,14,とほほ・・・。,6,3,3,0
0x14856814,0x179948C4,34,おれの「鱒井ホームラン」カード〜。,13,3,8,2
0x14856837,0x179948E7,32,１号からずーっと集めてたのに〜。,13,10,1,2
0x14856858,0x17994908,24,おいっ、ちょっと待てっ！,10,9,0,1
0x14856871,0x17994921,32,そのワゴンの中を見せてもらうぞ。,15,10,3,2
0x14856892,0x17994942,8,今だっ！,3,2,0,1
0x1485689B,0x1799494B,12,美紅ちゃん！,5,3,0,2
0x148568A8,0x17994958,14,うっ・・・・。,6,2,4,0
0x148568B7,0x17994967,38,くそっ・・・仲間がいた・・のか・・・。,18,8,8,2
0x148568DE,0x1799498E,20,・・・・・・ううっ。,9,3,6,0
0x148568F3,0x179949A3,34,何か手掛かりを残さなくては・・・。,16,9,3,4
0x14856916,0x179949C6,28,そうだ・・・カメラだ・・・。,13,4,9,0
0x14856933,0x179949E3,26,写真を取っておけば・・・。,12,6,3,3
0x1485694E,0x179949FE,30,上手く・・・写ってくれ・・・。,14,5,6,3
0x1485696D,0x17994A1D,24,・・・・・・・・・・・。,11,0,11,0
0x14856986,0x17994A36,54,美紅ちゃんに続いて、次の犠牲者がまた出てしまったのか？,25,17,0,8
0x148569BD,0x17994A6D,28,パンサークローのしわざだな。,13,6,7,0
0x148569DA,0x17994A8A,28,まったく、人騒がせだよなぁ。,12,10,0,2
0x148569F7,0x17994AA7,38,まゆ子さんを、早いとこ見つけださないと,18,15,0,3
0x14856A1E,0x17994ACE,34,やつらの犠牲者がまた増えてしまう！,16,12,0,4
0x14856A41,0x17994AF1,28,急ごう、早く見つけ出すんだ。,12,8,0,4
0x14856A5E,0x17994B0E,58,・・・・・・め、目の前が・・・・真っ暗・・・・・に・・・。,27,5,18,4
0x14856A99,0x17994B49,28,あの、目茶苦茶になった部屋が,13,7,0,6
0x14856AB6,0x17994B66,28,すっかりきれいになっている。,13,13,0,0
0x14856AD3,0x17994B83,30,彼女が確かに存在していた証拠が,15,8,0,7
0x14856AF2,0x17994BA2,32,無くなっているのが・・・つらい。,15,11,3,1
0x14856B13,0x17994BC3,14,あの男がいる。,6,5,0,1
0x14856B22,0x17994BD2,38,他には誰もいないし、怪しい気配もない。,17,12,0,5
0x14856B49,0x17994BF9,32,どうやら、ワナじゃないようだね。,14,12,2,0
0x14856B6A,0x17994C1A,28,やつらのしわざだな、これも。,12,12,0,0
0x14856B8E,0x17994C3E,30,でもよく考えたら、タダ働きか？,13,9,2,2
0x14856BAD,0x17994C5D,26,いちいち、人助けしていたら,12,10,0,2
0x14856BC8,0x17994C78,22,飯が食えないよ・・・。,10,5,3,2
0x14856BDF,0x17994C8F,22,で、何があったんだい？,9,8,0,1
0x14856BF6,0x17994CA6,28,あなたの彼女が・・・ですか？,13,8,3,2
0x14856C13,0x17994CC3,34,ということは、彼女に不安を抱かせる,16,11,0,5
0x14856C36,0x17994CE6,36,出来事が、あったということになるな。,16,13,0,3
0x14856C5B,0x17994D0B,24,いや、まだ分かりません。,10,9,0,1
0x14856C74,0x17994D24,30,実は僕たちも同じようなケースを,15,9,3,3
0x14856C93,0x17994D43,20,追っているんですよ。,9,8,0,1
0x14856CA8,0x17994D58,12,ええ、まぁ。,4,4,0,0
0x14856CB5,0x17994D65,30,それは、まだ何とも言えません。,13,11,0,2
0x14856CD4,0x17994D84,34,でも、一緒に探しますから、あなたは,15,12,0,3
0x14856CF7,0x17994DA7,34,動かないでここで待っていて下さい。,16,13,0,3
0x14856D1A,0x17994DCA,20,危険な相手なんです！,9,5,0,4
0x14856D2F,0x17994DDF,14,分かりました。,6,5,0,1
0x14856D3E,0x17994DEE,36,なんて話を切り出したらいいんだろう。,17,14,0,3
0x14856D6A,0x17994E1A,14,気が重いなぁ。,6,4,0,2
0x14856D79,0x17994E29,22,嫌だなぁ、こういうの。,9,8,0,1
0x14856D90,0x17994E40,30,それにしても、いいタイミングで,14,9,5,0
0x14856DAF,0x17994E5F,30,紛らわしい嘘ついてくれるよな。,14,12,0,2
0x14856DCE,0x17994E7E,36,ああ・・・でも忘れた方がいいですよ。,17,12,3,2
0x14856DF3,0x17994EA3,28,いや、そうじゃなくて・・・。,12,9,3,0
0x14856E10,0x17994EC0,36,見つけるには見つけたんだけど・・・。,17,12,3,2
0x14856E35,0x17994EE5,32,その・・・別の男と一緒に・・・。,15,5,6,4
0x14856E59,0x17994F09,38,一緒にいても、あなたが不幸になります。,17,13,0,4
0x14856E80,0x17994F30,24,これで良かったんですよ。,11,10,0,1
0x14856E99,0x17994F49,34,いえ、その件ならもう忘れて下さい。,15,12,0,3
0x14856EBC,0x17994F6C,22,部屋が荒らされている。,10,7,0,3
0x14856ED3,0x17994F83,34,というよりも、誰かと争った跡だな。,15,12,0,3
0x14856EF6,0x17994FA6,28,美紅ちゃんはどこにいるんだ！,13,11,0,2
0x14856F13,0x17994FC3,16,無事でいてくれ！,7,5,0,2
0x14856F24,0x17994FD4,16,水音が聞こえる。,7,4,0,3
0x14856F35,0x17994FE5,8,そうか！,3,3,0,0
0x14856F3E,0x17994FEE,14,バスルームだ！,6,1,5,0
0x14856F4D,0x17994FFD,8,くそっ！,3,3,0,0
0x14856F56,0x17995006,22,まだ近くにいるはずだ。,10,9,0,1
0x14856F6D,0x1799501D,16,追わなければ！！,6,5,0,1
0x14856F7E,0x1799502E,16,み〜くちゃんっ！,6,6,0,0
0x14856F8F,0x1799503F,12,入るよーっ。,5,3,1,1
0x14856F9C,0x1799504C,32,ガラスにはいろっぽい美紅ちゃんの,16,11,3,2
0x14856FBD,0x1799506D,16,姿が映っている。,7,5,0,2
0x14856FCE,0x1799507E,34,綺麗なラインについ見とれてしまう。,16,10,3,3
0x14856FF1,0x179950A1,16,脱衣かごがある。,7,5,0,2
0x14857002,0x179951E2,28,女の子らしく、衣服はきちんと,13,9,0,4
0x1485701F,0x179951FF,14,たたんである。,6,6,0,0
0x1485702E,0x1799520E,16,下着が気になる。,7,4,0,3
0x1485703F,0x1799521F,30,でも、服の中に隠しているらしく,14,11,0,3
0x1485705E,0x1799523E,14,見当たらない。,6,4,0,2
0x1485706D,0x1799524D,18,探して、見ちゃえ。,7,5,0,2
0x14857080,0x17995260,26,あった、かーわいいぱんつ！,11,10,1,0
0x1485709B,0x1799527B,32,よく、こんな小さいのに入るよな。,14,12,0,2
0x148570BC,0x1799529C,16,み〜くちゃんっ！,6,6,0,0
0x148570D6,0x179952B6,16,きれいだ・・・。,7,4,3,0
0x148570E7,0x179952C7,26,・・・・・・・・・・！！！,10,0,10,0
0x14857102,0x179952E2,32,さっきまで、美紅ちゃんの着ていた,15,12,0,3
0x14857123,0x17995303,20,服がちらかっている。,9,8,0,1
0x14857138,0x17995318,8,へーっ！,3,2,1,0
0x14857141,0x17995321,26,こんな下着をつけてるんだ。,12,10,0,2
0x1485715C,0x1799533C,40,・・・ってこんなことしてる場合じゃない！,19,14,3,2
0x14857185,0x17995365,14,美紅ちゃーん！,6,3,1,2
0x14857194,0x17995374,18,中にいるのかー！？,7,5,1,1
0x148571A7,0x17995387,10,入るぞ！！,3,2,0,1
0x148571B2,0x17995392,8,くそっ！,3,3,0,0
0x148571BB,0x1799539B,22,まだ近くにいるはずだ。,10,9,0,1
0x148571D2,0x179953B2,16,追わなければ！！,6,5,0,1
0x148571E3,0x179953C3,26,シャワーが出しっぱなしだ。,12,7,4,1
0x148571FE,0x179953DE,22,美紅ちゃんはどこだ！？,9,7,0,2
0x14857215,0x179953F5,20,コードレスフォンだ。,9,1,8,0
0x1485722A,0x1799540A,34,ここから、ポケベルにかけたんだな。,15,11,4,0
0x1485724D,0x1799542D,32,彼女がここにいたのは間違いない。,15,11,0,4
0x1485726E,0x1799544E,30,俺がここに来るのに５分と経って,14,10,0,4
0x1485728D,0x1799546D,14,いないはずだ。,6,6,0,0
0x1485729C,0x1799547C,28,短時間の内に、目立たず彼女を,13,5,0,8
0x148572B9,0x17995499,30,連れ出すにはどうすればいい！？,13,11,0,2
0x148572D8,0x179954B8,16,さっきの係員か！,7,5,0,2
0x148572E9,0x179954C9,34,あのワゴンの中になら彼女を隠せる！,16,9,3,4
0x1485730C,0x179954EC,8,くそっ！,3,3,0,0
0x14857315,0x179954F5,22,まだ近くにいるはずだ。,10,9,0,1
0x1485732C,0x1799550C,16,追わなければ！！,6,5,0,1
0x148659B4,0x179A5E04,26,この辺で何か変わったことは,13,10,0,3
0x148659CF,0x179A5E1F,20,ありませんでしたか？,9,9,0,0
0x148659E4,0x179A5E34,8,本当に？,3,1,0,2
0x148659ED,0x179A5E3D,22,とにかく入ってみよう。,10,9,0,1
0x14865A04,0x179A5E54,24,美紅ちゃんのコテージだ。,11,5,4,2
0x14865A1D,0x179A5E6D,34,何か手掛かりを探さなくては・・・。,16,9,3,4
0x14865A40,0x179A5E90,26,とにかく彼女を見つけよう。,12,9,0,3
0x14865A5B,0x179A5EAB,32,フロントに行けば、何かわかるかも,15,9,4,2
0x14865A7C,0x179A5ECC,10,しれない。,4,4,0,0
0x14865A87,0x179A5ED7,32,美紅ちゃんが泊ってるコテージだ。,15,8,4,3
0x14865AA8,0x179A5EF8,38,コテージって、みんな同じ構造なんだな。,17,10,4,3
0x14865ACF,0x179A5F1F,34,美紅ちゃん。ちょっと御休憩しない？,15,10,0,5
0x14865AF2,0x179A5F42,22,どうやらここらしいな。,10,10,0,0
0x14865B09,0x179A5F59,22,しかし、ここは・・・。,9,6,3,0
0x14865B20,0x179A5F70,24,美紅ちゃんがいた部屋だ。,11,7,0,4
0x14865B39,0x179A5F89,34,偶然かもしれないけど、もしかすると,16,14,0,2
0x14865B5C,0x179A5FAC,30,何か関連があるのかもしれない。,14,11,0,3
0x14865B7B,0x179A5FCB,16,ここみたいだね。,7,7,0,0
0x14865B8C,0x179A5FDC,16,ちょっと待って。,7,6,0,1
0x14865B9D,0x179A5FED,18,どうも出来過ぎだ。,8,5,0,3
0x14865BB0,0x179A6000,32,ワナかもしれないから気を付けて。,15,11,2,2
0x14865BD1,0x179A6021,24,はぁ、気が重いな・・・。,10,5,3,2
0x14865BEA,0x179A603A,32,「まゆこ」のこと、なんて伝えたら,13,12,0,1
0x14865C0B,0x179A605B,20,いいんだろう・・・。,9,6,3,0
0x14865C20,0x179A6070,24,まぁ、そうだけど・・・。,10,7,3,0
0x14865C39,0x179A6089,14,女の子がいる。,6,4,0,2
0x14865C48,0x179A6098,20,なにしてんのかなぁ。,9,9,0,0
0x14865C5D,0x179A60AD,26,俺はおじさんではないっ！！,11,10,0,1
0x14865C78,0x179A60C8,30,いくつからがおじさんなんだよ。,14,14,0,0
0x14865C97,0x179A60E7,14,ぐぅ・・・・。,6,2,4,0
0x14865CA6,0x179A60F6,16,大きなお世話だ。,7,4,0,3
0x14865CB7,0x179A6107,16,しょーがねぇな。,7,6,1,0
0x14865CC8,0x179A6118,22,一枚撮って追い返そう。,10,5,0,5
0x14865CDF,0x179A612F,18,じゃあ、笑ってー。,7,5,1,1
0x14865CFF,0x179A614F,29,>「鱒井ホームランカードは？」,11,1,8,2
0x14865D23,0x179A6173,25,>「今撮った写真でいい？」,9,5,0,4
0x14865D43,0x179A6193,21,>「ピアスあげるよ。」,7,4,3,0
0x14865D59,0x179A61A9,14,とほほ・・・。,6,3,3,0
0x14865D68,0x179A61B8,34,おれの「鱒井ホームラン」カード〜。,13,3,8,2
0x14865D8B,0x179A61DB,32,１号からずーっと集めてたのに〜。,13,10,1,2
0x14865DAC,0x179A61FC,24,おいっ、ちょっと待てっ！,10,9,0,1
0x14865DC5,0x179A6215,32,そのワゴンの中を見せてもらうぞ。,15,10,3,2
0x14865DE6,0x179A6236,8,今だっ！,3,2,0,1
0x14865DEF,0x179A623F,12,美紅ちゃん！,5,3,0,2
0x14865DFC,0x179A624C,14,うっ・・・・。,6,2,4,0
0x14865E0B,0x179A625B,38,くそっ・・・仲間がいた・・のか・・・。,18,8,8,2
0x14865E32,0x179A6282,20,・・・・・・ううっ。,9,3,6,0
0x14865E47,0x179A6297,34,何か手掛かりを残さなくては・・・。,16,9,3,4
0x14865E6A,0x179A62BA,28,そうだ・・・カメラだ・・・。,13,4,9,0
0x14865E87,0x179A62D7,26,写真を取っておけば・・・。,12,6,3,3
0x14865EA2,0x179A62F2,30,上手く・・・写ってくれ・・・。,14,5,6,3
0x14865EC1,0x179A6311,24,・・・・・・・・・・・。,11,0,11,0
0x14865EDA,0x179A632A,54,美紅ちゃんに続いて、次の犠牲者がまた出てしまったのか？,25,17,0,8
0x14865F11,0x179A6361,28,パンサークローのしわざだな。,13,6,7,0
0x14865F2E,0x179A637E,28,まったく、人騒がせだよなぁ。,12,10,0,2
0x14865F4B,0x179A639B,38,まゆ子さんを、早いとこ見つけださないと,18,15,0,3
0x14865F72,0x179A63C2,34,やつらの犠牲者がまた増えてしまう！,16,12,0,4
0x14865F95,0x179A63E5,28,急ごう、早く見つけ出すんだ。,12,8,0,4
0x14865FB2,0x179A6402,58,・・・・・・め、目の前が・・・・真っ暗・・・・・に・・・。,27,5,18,4
0x14865FED,0x179A643D,28,あの、目茶苦茶になった部屋が,13,7,0,6
0x1486600A,0x179A658A,28,すっかりきれいになっている。,13,13,0,0
0x14866027,0x179A65A7,30,彼女が確かに存在していた証拠が,15,8,0,7
0x14866046,0x179A65C6,32,無くなっているのが・・・つらい。,15,11,3,1
0x14866067,0x179A65E7,14,あの男がいる。,6,5,0,1
0x14866076,0x179A65F6,38,他には誰もいないし、怪しい気配もない。,17,12,0,5
0x1486609D,0x179A661D,32,どうやら、ワナじゃないようだね。,14,12,2,0
0x148660BE,0x179A663E,28,やつらのしわざだな、これも。,12,12,0,0
0x148660E2,0x179A6662,30,でもよく考えたら、タダ働きか？,13,9,2,2
0x14866101,0x179A6681,26,いちいち、人助けしていたら,12,10,0,2
0x1486611C,0x179A669C,22,飯が食えないよ・・・。,10,5,3,2
0x14866133,0x179A66B3,22,で、何があったんだい？,9,8,0,1
0x1486614A,0x179A66CA,28,あなたの彼女が・・・ですか？,13,8,3,2
0x14866167,0x179A66E7,34,ということは、彼女に不安を抱かせる,16,11,0,5
0x1486618A,0x179A670A,36,出来事が、あったということになるな。,16,13,0,3
0x148661AF,0x179A672F,24,いや、まだ分かりません。,10,9,0,1
0x148661C8,0x179A6748,30,実は僕たちも同じようなケースを,15,9,3,3
0x148661E7,0x179A6767,20,追っているんですよ。,9,8,0,1
0x148661FC,0x179A677C,12,ええ、まぁ。,4,4,0,0
0x14866209,0x179A6789,30,それは、まだ何とも言えません。,13,11,0,2
0x14866228,0x179A67A8,34,でも、一緒に探しますから、あなたは,15,12,0,3
0x1486624B,0x179A67CB,34,動かないでここで待っていて下さい。,16,13,0,3
0x1486626E,0x179A67EE,20,危険な相手なんです！,9,5,0,4
0x14866283,0x179A6803,14,分かりました。,6,5,0,1
0x14866292,0x179A6812,36,なんて話を切り出したらいいんだろう。,17,14,0,3
0x148662BE,0x179A683E,14,気が重いなぁ。,6,4,0,2
0x148662CD,0x179A684D,22,嫌だなぁ、こういうの。,9,8,0,1
0x148662E4,0x179A6864,30,それにしても、いいタイミングで,14,9,5,0
0x14866303,0x179A6883,30,紛らわしい嘘ついてくれるよな。,14,12,0,2
0x14866322,0x179A68A2,36,ああ・・・でも忘れた方がいいですよ。,17,12,3,2
0x14866347,0x179A68C7,28,いや、そうじゃなくて・・・。,12,9,3,0
0x14866364,0x179A68E4,36,見つけるには見つけたんだけど・・・。,17,12,3,2
0x14866389,0x179A6909,32,その・・・別の男と一緒に・・・。,15,5,6,4
0x148663AD,0x179A692D,38,一緒にいても、あなたが不幸になります。,17,13,0,4
0x148663D4,0x179A6954,24,これで良かったんですよ。,11,10,0,1
0x148663ED,0x179A696D,34,いえ、その件ならもう忘れて下さい。,15,12,0,3
0x14866410,0x179A6990,22,部屋が荒らされている。,10,7,0,3
0x14866427,0x179A69A7,34,というよりも、誰かと争った跡だな。,15,12,0,3
0x1486644A,0x179A69CA,28,美紅ちゃんはどこにいるんだ！,13,11,0,2
0x14866467,0x179A69E7,16,無事でいてくれ！,7,5,0,2
0x14866478,0x179A69F8,16,水音が聞こえる。,7,4,0,3
0x14866489,0x179A6A09,8,そうか！,3,3,0,0
0x14866492,0x179A6A12,14,バスルームだ！,6,1,5,0
0x148664A1,0x179A6A21,8,くそっ！,3,3,0,0
0x148664AA,0x179A6A2A,22,まだ近くにいるはずだ。,10,9,0,1
0x148664C1,0x179A6A41,16,追わなければ！！,6,5,0,1
0x148664D2,0x179A6A52,16,み〜くちゃんっ！,6,6,0,0
0x148664E3,0x179A6A63,12,入るよーっ。,5,3,1,1
0x148664F0,0x179A6A70,32,ガラスにはいろっぽい美紅ちゃんの,16,11,3,2
0x14866511,0x179A6A91,16,姿が映っている。,7,5,0,2
0x14866522,0x179A6AA2,34,綺麗なラインについ見とれてしまう。,16,10,3,3
0x14866545,0x179A6AC5,16,脱衣かごがある。,7,5,0,2
0x14866556,0x179A6AD6,28,女の子らしく、衣服はきちんと,13,9,0,4
0x14866573,0x179A6AF3,14,たたんである。,6,6,0,0
0x14866582,0x179A6B02,16,下着が気になる。,7,4,0,3
0x14866593,0x179A6B13,30,でも、服の中に隠しているらしく,14,11,0,3
0x148665B2,0x179A6B32,14,見当たらない。,6,4,0,2
0x148665C1,0x179A6B41,18,探して、見ちゃえ。,7,5,0,2
0x148665D4,0x179A6B54,26,あった、かーわいいぱんつ！,11,10,1,0
0x148665EF,0x179A6B6F,32,よく、こんな小さいのに入るよな。,14,12,0,2
0x14866610,0x179A6B90,16,み〜くちゃんっ！,6,6,0,0
0x1486662A,0x179A6BAA,16,きれいだ・・・。,7,4,3,0
0x1486663B,0x179A6BBB,26,・・・・・・・・・・！！！,10,0,10,0
0x14866656,0x179A6BD6,32,さっきまで、美紅ちゃんの着ていた,15,12,0,3
0x14866677,0x179A6BF7,20,服がちらかっている。,9,8,0,1
0x1486668C,0x179A6C0C,8,へーっ！,3,2,1,0
0x14866695,0x179A6C15,26,こんな下着をつけてるんだ。,12,10,0,2
0x148666B0,0x179A6C30,40,・・・ってこんなことしてる場合じゃない！,19,14,3,2
0x148666D9,0x179A6C59,14,美紅ちゃーん！,6,3,1,2
0x148666E8,0x179A6C68,18,中にいるのかー！？,7,5,1,1
0x148666FB,0x179A6C7B,10,入るぞ！！,3,2,0,1
0x14866706,0x179A6C86,8,くそっ！,3,3,0,0
0x1486670F,0x179A6C8F,22,まだ近くにいるはずだ。,10,9,0,1
0x14866726,0x179A6CA6,16,追わなければ！！,6,5,0,1
0x14866737,0x179A6CB7,26,シャワーが出しっぱなしだ。,12,7,4,1
0x14866752,0x179A6CD2,22,美紅ちゃんはどこだ！？,9,7,0,2
0x14866769,0x179A6CE9,20,コードレスフォンだ。,9,1,8,0
0x1486677E,0x179A6CFE,34,ここから、ポケベルにかけたんだな。,15,11,4,0
0x148667A1,0x179A6D21,32,彼女がここにいたのは間違いない。,15,11,0,4
0x148667C2,0x179A6D42,30,俺がここに来るのに５分と経って,14,10,0,4
0x148667E1,0x179A6D61,14,いないはずだ。,6,6,0,0
0x148667F0,0x179A6D70,28,短時間の内に、目立たず彼女を,13,5,0,8
0x1486680D,0x179A6EBD,30,連れ出すにはどうすればいい！？,13,11,0,2
0x1486682C,0x179A6EDC,16,さっきの係員か！,7,5,0,2
0x1486683D,0x179A6EED,34,あのワゴンの中になら彼女を隠せる！,16,9,3,4
0x14866860,0x179A6F10,8,くそっ！,3,3,0,0
0x14866869,0x179A6F19,22,まだ近くにいるはずだ。,10,9,0,1
0x14866880,0x179A6F30,16,追わなければ！！,6,5,0,1
0x14875904,0x179B8354,26,この辺で何か変わったことは,13,10,0,3
0x1487591F,0x179B836F,20,ありませんでしたか？,9,9,0,0
0x14875934,0x179B8384,8,本当に？,3,1,0,2
0x1487593D,0x179B838D,22,とにかく入ってみよう。,10,9,0,1
0x14875954,0x179B83A4,24,美紅ちゃんのコテージだ。,11,5,4,2
0x1487596D,0x179B83BD,34,何か手掛かりを探さなくては・・・。,16,9,3,4
0x14875990,0x179B83E0,26,とにかく彼女を見つけよう。,12,9,0,3
0x148759AB,0x179B83FB,32,フロントに行けば、何かわかるかも,15,9,4,2
0x148759CC,0x179B841C,10,しれない。,4,4,0,0
0x148759D7,0x179B8427,32,美紅ちゃんが泊ってるコテージだ。,15,8,4,3
0x148759F8,0x179B8448,38,コテージって、みんな同じ構造なんだな。,17,10,4,3
0x14875A1F,0x179B846F,34,美紅ちゃん。ちょっと御休憩しない？,15,10,0,5
0x14875A42,0x179B8492,22,どうやらここらしいな。,10,10,0,0
0x14875A59,0x179B84A9,22,しかし、ここは・・・。,9,6,3,0
0x14875A70,0x179B84C0,24,美紅ちゃんがいた部屋だ。,11,7,0,4
0x14875A89,0x179B84D9,34,偶然かもしれないけど、もしかすると,16,14,0,2
0x14875AAC,0x179B84FC,30,何か関連があるのかもしれない。,14,11,0,3
0x14875ACB,0x179B851B,16,ここみたいだね。,7,7,0,0
0x14875ADC,0x179B852C,16,ちょっと待って。,7,6,0,1
0x14875AED,0x179B853D,18,どうも出来過ぎだ。,8,5,0,3
0x14875B00,0x179B8550,32,ワナかもしれないから気を付けて。,15,11,2,2
0x14875B21,0x179B8571,24,はぁ、気が重いな・・・。,10,5,3,2
0x14875B3A,0x179B858A,32,「まゆこ」のこと、なんて伝えたら,13,12,0,1
0x14875B5B,0x179B85AB,20,いいんだろう・・・。,9,6,3,0
0x14875B70,0x179B85C0,24,まぁ、そうだけど・・・。,10,7,3,0
0x14875B89,0x179B85D9,14,女の子がいる。,6,4,0,2
0x14875B98,0x179B85E8,20,なにしてんのかなぁ。,9,9,0,0
0x14875BAD,0x179B85FD,26,俺はおじさんではないっ！！,11,10,0,1
0x14875BC8,0x179B8618,30,いくつからがおじさんなんだよ。,14,14,0,0
0x14875BE7,0x179B8637,14,ぐぅ・・・・。,6,2,4,0
0x14875BF6,0x179B8646,16,大きなお世話だ。,7,4,0,3
0x14875C07,0x179B8657,16,しょーがねぇな。,7,6,1,0
0x14875C18,0x179B8668,22,一枚撮って追い返そう。,10,5,0,5
0x14875C2F,0x179B867F,18,じゃあ、笑ってー。,7,5,1,1
0x14875C4F,0x179B869F,29,>「鱒井ホームランカードは？」,11,1,8,2
0x14875C73,0x179B86C3,25,>「今撮った写真でいい？」,9,5,0,4
0x14875C93,0x179B86E3,21,>「ピアスあげるよ。」,7,4,3,0
0x14875CA9,0x179B86F9,14,とほほ・・・。,6,3,3,0
0x14875CB8,0x179B8708,34,おれの「鱒井ホームラン」カード〜。,13,3,8,2
0x14875CDB,0x179B872B,32,１号からずーっと集めてたのに〜。,13,10,1,2
0x14875CFC,0x179B874C,24,おいっ、ちょっと待てっ！,10,9,0,1
0x14875D15,0x179B8765,32,そのワゴンの中を見せてもらうぞ。,15,10,3,2
0x14875D36,0x179B8786,8,今だっ！,3,2,0,1
0x14875D3F,0x179B878F,12,美紅ちゃん！,5,3,0,2
0x14875D4C,0x179B879C,14,うっ・・・・。,6,2,4,0
0x14875D5B,0x179B87AB,38,くそっ・・・仲間がいた・・のか・・・。,18,8,8,2
0x14875D82,0x179B87D2,20,・・・・・・ううっ。,9,3,6,0
0x14875D97,0x179B87E7,34,何か手掛かりを残さなくては・・・。,16,9,3,4
0x14875DBA,0x179B880A,28,そうだ・・・カメラだ・・・。,13,4,9,0
0x14875DD7,0x179B8827,26,写真を取っておけば・・・。,12,6,3,3
0x14875DF2,0x179B8842,30,上手く・・・写ってくれ・・・。,14,5,6,3
0x14875E11,0x179B8861,24,・・・・・・・・・・・。,11,0,11,0
0x14875E2A,0x179B887A,54,美紅ちゃんに続いて、次の犠牲者がまた出てしまったのか？,25,17,0,8
0x14875E61,0x179B88B1,28,パンサークローのしわざだな。,13,6,7,0
0x14875E7E,0x179B88CE,28,まったく、人騒がせだよなぁ。,12,10,0,2
0x14875E9B,0x179B88EB,38,まゆ子さんを、早いとこ見つけださないと,18,15,0,3
0x14875EC2,0x179B8912,34,やつらの犠牲者がまた増えてしまう！,16,12,0,4
0x14875EE5,0x179B8935,28,急ごう、早く見つけ出すんだ。,12,8,0,4
0x14875F02,0x179B8952,58,・・・・・・め、目の前が・・・・真っ暗・・・・・に・・・。,27,5,18,4
0x14875F3D,0x179B898D,28,あの、目茶苦茶になった部屋が,13,7,0,6
0x14875F5A,0x179B89AA,28,すっかりきれいになっている。,13,13,0,0
0x14875F77,0x179B89C7,30,彼女が確かに存在していた証拠が,15,8,0,7
0x14875F96,0x179B89E6,32,無くなっているのが・・・つらい。,15,11,3,1
0x14875FB7,0x179B8A07,14,あの男がいる。,6,5,0,1
0x14875FC6,0x179B8A16,38,他には誰もいないし、怪しい気配もない。,17,12,0,5
0x14875FED,0x179B8A3D,32,どうやら、ワナじゃないようだね。,14,12,2,0
0x1487600E,0x179B8B8E,28,やつらのしわざだな、これも。,12,12,0,0
0x14876032,0x179B8BB2,30,でもよく考えたら、タダ働きか？,13,9,2,2
0x14876051,0x179B8BD1,26,いちいち、人助けしていたら,12,10,0,2
0x1487606C,0x179B8BEC,22,飯が食えないよ・・・。,10,5,3,2
0x14876083,0x179B8C03,22,で、何があったんだい？,9,8,0,1
0x1487609A,0x179B8C1A,28,あなたの彼女が・・・ですか？,13,8,3,2
0x148760B7,0x179B8C37,34,ということは、彼女に不安を抱かせる,16,11,0,5
0x148760DA,0x179B8C5A,36,出来事が、あったということになるな。,16,13,0,3
0x148760FF,0x179B8C7F,24,いや、まだ分かりません。,10,9,0,1
0x14876118,0x179B8C98,30,実は僕たちも同じようなケースを,15,9,3,3
0x14876137,0x179B8CB7,20,追っているんですよ。,9,8,0,1
0x1487614C,0x179B8CCC,12,ええ、まぁ。,4,4,0,0
0x14876159,0x179B8CD9,30,それは、まだ何とも言えません。,13,11,0,2
0x14876178,0x179B8CF8,34,でも、一緒に探しますから、あなたは,15,12,0,3
0x1487619B,0x179B8D1B,34,動かないでここで待っていて下さい。,16,13,0,3
0x148761BE,0x179B8D3E,20,危険な相手なんです！,9,5,0,4
0x148761D3,0x179B8D53,14,分かりました。,6,5,0,1
0x148761E2,0x179B8D62,36,なんて話を切り出したらいいんだろう。,17,14,0,3
0x1487620E,0x179B8D8E,14,気が重いなぁ。,6,4,0,2
0x1487621D,0x179B8D9D,22,嫌だなぁ、こういうの。,9,8,0,1
0x14876234,0x179B8DB4,30,それにしても、いいタイミングで,14,9,5,0
0x14876253,0x179B8DD3,30,紛らわしい嘘ついてくれるよな。,14,12,0,2
0x14876272,0x179B8DF2,36,ああ・・・でも忘れた方がいいですよ。,17,12,3,2
0x14876297,0x179B8E17,28,いや、そうじゃなくて・・・。,12,9,3,0
