priority,jp_text,occurrences,kind,first_logical_offset,kr_text,status
27527,ﾝ	連,1,name_like,0x16B875E2,,UNTRANSLATED
27528,ﾝq舖,1,name_like,0x3CC0F64,,UNTRANSLATED
27529,ﾝ刮B,1,name_like,0x810B30,,UNTRANSLATED
27530,ﾝ剱1,1,name_like,0x208C95EA,,UNTRANSLATED
27531,ﾝ旺	,1,name_like,0x16A2E3E1,,UNTRANSLATED
27532,ﾝ涓~,1,name_like,0x4A45748,,UNTRANSLATED
27533,ﾝｻ軫,1,name_like,0x1F5C6098,,UNTRANSLATED
27534,ﾝﾋ園,1,name_like,0x15FF32D5,,UNTRANSLATED
27535,ﾝﾝ眉,1,name_like,0x3D8DBAE,,UNTRANSLATED
27536,ﾝﾟち,1,name_like,0xC054849,,UNTRANSLATED
27537,ﾝﾟ鏐,1,name_like,0x21048A5E,,UNTRANSLATED
27538,ﾞI鯊,1,name_like,0x2B3BE6B,,UNTRANSLATED
27539,ﾞY臆,1,name_like,0x6C01F79,,UNTRANSLATED
27540,ﾞ舳,1,name_like,0x157E8467,,UNTRANSLATED
27541,ﾞﾎシ,1,name_like,0x1ECF89B6,,UNTRANSLATED
27542,ﾟ嫣2,1,name_like,0x1697F615,,UNTRANSLATED
27543,ﾟ祕ﾀ,1,name_like,0xA3B577A,,UNTRANSLATED
27544,ﾟ紺4,1,name_like,0x192A5FD3,,UNTRANSLATED
27545,ﾟ繚ﾀ,1,name_like,0x1A31FB19,,UNTRANSLATED
27546,ﾟ肅ﾀ,1,name_like,0x14D4FAAB,,UNTRANSLATED
27547,ﾟﾅ襦,1,name_like,0x1CFA4773,,UNTRANSLATED
27548,ﾟﾌ麾,1,name_like,0x1664CAA,,UNTRANSLATED
27549,＝＝,258,name_like,0x159F4CF4,,UNTRANSLATED
27550,荘荘,83,name_like,0x159F49F0,,UNTRANSLATED
27551,婢背,30,name_like,0x13721BE6,,UNTRANSLATED
27552,滑滑,30,name_like,0x159F486C,,UNTRANSLATED
27553,豊麾,30,name_like,0x81AD724,,UNTRANSLATED
27554,ｂｂ,23,name_like,0x159F4CEC,,UNTRANSLATED
27555,ャャ,22,name_like,0x159F4E24,,UNTRANSLATED
27556,演演,17,name_like,0x5ED53D2,,UNTRANSLATED
27557,給給,15,name_like,0x159F4864,,UNTRANSLATED
27558,惹闃,14,name_like,0xAD41F6D,,UNTRANSLATED
27559,麹麹,14,name_like,0x159F48D0,,UNTRANSLATED
27560,尓菊,12,name_like,0xAD59814,,UNTRANSLATED
27561,贈血,11,name_like,0x15A1631C,,UNTRANSLATED
27562,厨艚,10,name_like,0xB4159AD,,UNTRANSLATED
27563,科揄,10,name_like,0x5DD292A,,UNTRANSLATED
27564,血血,10,name_like,0x159F48D8,,UNTRANSLATED
27565,試試,10,name_like,0x159F4A0C,,UNTRANSLATED
27566,侵ゲ,9,name_like,0x197DB94F,,UNTRANSLATED
27567,緒緒,9,name_like,0x159F4A04,,UNTRANSLATED
27568,鞄滑,9,name_like,0x15A15E44,,UNTRANSLATED
27569,埴父,8,name_like,0x78B7D8A,,UNTRANSLATED
27570,炭項,8,name_like,0xBAF752D,,UNTRANSLATED
27571,蝣柊,7,name_like,0x1FF852B1,,UNTRANSLATED
27572,沿園,6,name_like,0xA7D9DF,,UNTRANSLATED
27573,溶笳,6,name_like,0x865E4E8,,UNTRANSLATED
27574,滕麾,6,name_like,0xD3E6391,,UNTRANSLATED
27575,＝怐,6,name_like,0x15A17DE8,,UNTRANSLATED
27576,京階,5,name_like,0x18310D69,,UNTRANSLATED
27577,園粋,5,name_like,0xA6BB5C,,UNTRANSLATED
27578,封封,5,name_like,0x1E108620,,UNTRANSLATED
27579,粋園,5,name_like,0x3F5B28,,UNTRANSLATED
27580,聖沿,5,name_like,0xD52749C,,UNTRANSLATED
27581,鵝襠,5,name_like,0x468E72C,,UNTRANSLATED
27582,侏仆,4,name_like,0x18905639,,UNTRANSLATED
27583,刪粋,4,name_like,0x2CEE82,,UNTRANSLATED
27584,園園,4,name_like,0x57B9362,,UNTRANSLATED
27585,幡馬,4,name_like,0x2944C22,,UNTRANSLATED
27586,惇苫,4,name_like,0x7640BE9,,UNTRANSLATED
27587,択麾,4,name_like,0x198A64FF,,UNTRANSLATED
27588,拾迦,4,name_like,0x8040A4F,,UNTRANSLATED
27589,桑婪,4,name_like,0x1D36DBF5,,UNTRANSLATED
27590,油叮,4,name_like,0x23D35B0,,UNTRANSLATED
27591,筈演,4,name_like,0x15A15FC4,,UNTRANSLATED
27592,給昼,4,name_like,0x15A16348,,UNTRANSLATED
27593,荘＝,4,name_like,0x159F51AC,,UNTRANSLATED
27594,裴矍,4,name_like,0x17E45832,,UNTRANSLATED
27595,諄肉,4,name_like,0x116575F,,UNTRANSLATED
27596,劔劔,3,name_like,0x15A18118,,UNTRANSLATED
27597,姓嚔,3,name_like,0xD47AAA,,UNTRANSLATED
27598,据刪,3,name_like,0x165784F1,,UNTRANSLATED
27599,末末,3,name_like,0x1E108522,,UNTRANSLATED
27600,梛凰,3,name_like,0x19508504,,UNTRANSLATED
27601,汝弓,3,name_like,0x797EAA6,,UNTRANSLATED
27602,筈秤,3,name_like,0x15A163CE,,UNTRANSLATED
27603,粋沿,3,name_like,0x569FFE7,,UNTRANSLATED
27604,翠刪,3,name_like,0x436990,,UNTRANSLATED
27605,艶園,3,name_like,0x55027A,,UNTRANSLATED
27606,茜活,3,name_like,0x21340C,,UNTRANSLATED
27607,葵沿,3,name_like,0x1640F26F,,UNTRANSLATED
27608,蕈準,3,name_like,0x9ED3635,,UNTRANSLATED
27609,の慨,2,name_like,0x1E1D596B,,UNTRANSLATED
27610,ら蕈,2,name_like,0xFE41E1D,,UNTRANSLATED
27611,タマ,2,name_like,0x1447656C,,UNTRANSLATED
27612,ャ荘,2,name_like,0x159F4D20,,UNTRANSLATED
27613,乕返,2,name_like,0x5074F52,,UNTRANSLATED
27614,乘園,2,name_like,0xD8F331,,UNTRANSLATED
27615,俚活,2,name_like,0x173755A6,,UNTRANSLATED
27616,倆怙,2,name_like,0x3830910,,UNTRANSLATED
27617,刪園,2,name_like,0xBC4F09,,UNTRANSLATED
27618,刮粋,2,name_like,0x4BD9C6,,UNTRANSLATED
27619,劔刪,2,name_like,0x16EF1202,,UNTRANSLATED
27620,劔橿,2,name_like,0x16393551,,UNTRANSLATED
27621,勦實,2,name_like,0x55506ED,,UNTRANSLATED
27622,唖汚,2,name_like,0x371EAE1,,UNTRANSLATED
27623,嘶準,2,name_like,0x7E6EF4B,,UNTRANSLATED
27624,園逗,2,name_like,0x9FA7F0,,UNTRANSLATED
27625,堰園,2,name_like,0x163EC128,,UNTRANSLATED
27626,姓刪,2,name_like,0x15FC6676,,UNTRANSLATED
27627,姫訊,2,name_like,0x19B10DB1,,UNTRANSLATED
27628,岡刮,2,name_like,0x15FE7CEB,,UNTRANSLATED
27629,愼鋸,2,name_like,0x2E2033E,,UNTRANSLATED
27630,据演,2,name_like,0xC144D4,,UNTRANSLATED
27631,掴脇,2,name_like,0x1CC4C1A5,,UNTRANSLATED
27632,撮工,2,name_like,0x94DA3F9,,UNTRANSLATED
27633,晴捩,2,name_like,0x5DF13A9,,UNTRANSLATED
27634,村茉,2,name_like,0x1D8EB013,,UNTRANSLATED
27635,杖犖,2,name_like,0x98D922A,,UNTRANSLATED
27636,檬鄲,2,name_like,0x1AF67451,,UNTRANSLATED
27637,檸在,2,name_like,0x14479118,,UNTRANSLATED
27638,汁沼,2,name_like,0x1B2EC3E4,,UNTRANSLATED
27639,沿刪,2,name_like,0x37A8BCA,,UNTRANSLATED
27640,沿粋,2,name_like,0x16461003,,UNTRANSLATED
27641,涛涛,2,name_like,0x15A15F80,,UNTRANSLATED
27642,淦瘉,2,name_like,0xA6C084A,,UNTRANSLATED
27643,演園,2,name_like,0x77D168,,UNTRANSLATED
27644,禍滑,2,name_like,0x33E42DA,,UNTRANSLATED
27645,粋翠,2,name_like,0x46F839,,UNTRANSLATED
27646,粋艶,2,name_like,0x3A84A83,,UNTRANSLATED
27647,粋逗,2,name_like,0x53AF1DF,,UNTRANSLATED
27648,粕粕,2,name_like,0x1E108720,,UNTRANSLATED
27649,翠演,2,name_like,0x380BAAB,,UNTRANSLATED
27650,耘詆,2,name_like,0x21C1C852,,UNTRANSLATED
27651,肖犖,2,name_like,0xAC605DF,,UNTRANSLATED
27652,茜刪,2,name_like,0x395927B,,UNTRANSLATED
27653,茜囮,2,name_like,0x5603D04,,UNTRANSLATED
27654,葵嚠,2,name_like,0x16333B,,UNTRANSLATED
27655,蒋瑰,2,name_like,0x99D0AB4,,UNTRANSLATED
27656,蒐冱,2,name_like,0x1B5A74D6,,UNTRANSLATED
27657,蔭鳩,2,name_like,0xFEA3584,,UNTRANSLATED
27658,触蕚,2,name_like,0x1D04651,,UNTRANSLATED
27659,誡鴪,2,name_like,0xC75FE8B,,UNTRANSLATED
27660,責輛,2,name_like,0x1F012FD3,,UNTRANSLATED
27661,迹主,2,name_like,0x2040C772,,UNTRANSLATED
27662,逗園,2,name_like,0x22B610,,UNTRANSLATED
27663,逗粋,2,name_like,0x5742E4C,,UNTRANSLATED
27664,隧戟,2,name_like,0x4D8A04,,UNTRANSLATED
27665,飭刪,2,name_like,0x1640BF77,,UNTRANSLATED
27666,飴惻,2,name_like,0x33E4382,,UNTRANSLATED
27667,餔銅,2,name_like,0x205CF30D,,UNTRANSLATED
27668,鮎朽,2,name_like,0x165F504A,,UNTRANSLATED
27669,麹岫,2,name_like,0x15A1819C,,UNTRANSLATED
27670,麹試,2,name_like,0x159F5CEE,,UNTRANSLATED
27671,黯聰,2,name_like,0x11358FCD,,UNTRANSLATED
27672,ｄ努,2,name_like,0x1C778CF7,,UNTRANSLATED
27673,あ嶇,1,name_like,0x1615CFD7,,UNTRANSLATED
27674,か豫,1,name_like,0x1710C403,,UNTRANSLATED
27675,せ械,1,name_like,0x53E9CE3,,UNTRANSLATED
27676,そ哂,1,name_like,0x15A4F0D2,,UNTRANSLATED
27677,そ諮,1,name_like,0x1C06B0B9,,UNTRANSLATED
27678,ぞ勧,1,name_like,0x379262B,,UNTRANSLATED
27679,ぞ橿,1,name_like,0x1616724C,,UNTRANSLATED
27680,は尨,1,name_like,0x1C13333D,,UNTRANSLATED
27681,ぴ須,1,name_like,0x1E2B7255,,UNTRANSLATED
27682,ほ揶,1,name_like,0x1689BB75,,UNTRANSLATED
27683,ぽ園,1,name_like,0x15D7E6C7,,UNTRANSLATED
27684,ア錦,1,name_like,0x4332,,UNTRANSLATED
27685,イ衍,1,name_like,0x367CBE0,,UNTRANSLATED
27686,ガ詛,1,name_like,0xFD93526,,UNTRANSLATED
27687,リ尋,1,name_like,0x5722406,,UNTRANSLATED
27688,ヮｚ,1,name_like,0x15FCFD34,,UNTRANSLATED
27689,ワ瑞,1,name_like,0x161D43C9,,UNTRANSLATED
27690,ヱ恒,1,name_like,0x1656DE8A,,UNTRANSLATED
27691,ヲ垉,1,name_like,0x1A3315AC,,UNTRANSLATED
27692,ヽ垰,1,name_like,0x4715E3E,,UNTRANSLATED
27693,一劬,1,name_like,0x170177EF,,UNTRANSLATED
27694,一橿,1,name_like,0x1E462A9B,,UNTRANSLATED
27695,一滑,1,name_like,0x3523B0A,,UNTRANSLATED
27696,丐諮,1,name_like,0x365FA33,,UNTRANSLATED
27697,乖刪,1,name_like,0xB681D1,,UNTRANSLATED
27698,乘使,1,name_like,0x1632C326,,UNTRANSLATED
27699,乘俘,1,name_like,0x1698E1B9,,UNTRANSLATED
27700,乘刪,1,name_like,0x34C3306,,UNTRANSLATED
27701,乘刮,1,name_like,0x9A75A7,,UNTRANSLATED
27702,乘嚠,1,name_like,0x303F74,,UNTRANSLATED
27703,乘尸,1,name_like,0x56D4D3C,,UNTRANSLATED
27704,乘減,1,name_like,0x164031FC,,UNTRANSLATED
27705,九恬,1,name_like,0x1B0083D1,,UNTRANSLATED
27706,亂仄,1,name_like,0xD8C8DC,,UNTRANSLATED
27707,亂刪,1,name_like,0xB63BF7,,UNTRANSLATED
27708,亂刮,1,name_like,0x171AD481,,UNTRANSLATED
27709,亂嚔,1,name_like,0x1E45EF29,,UNTRANSLATED
27710,亂嚠,1,name_like,0x5812F50,,UNTRANSLATED
27711,亂悴,1,name_like,0xC5E058,,UNTRANSLATED
27712,亂釜,1,name_like,0x17393E56,,UNTRANSLATED
27713,亅依,1,name_like,0x1C27FF0D,,UNTRANSLATED
27714,亅囮,1,name_like,0x3584462,,UNTRANSLATED
27715,亅園,1,name_like,0x171C9989,,UNTRANSLATED
27716,争梳,1,name_like,0x15D0EDE5,,UNTRANSLATED
27717,争荘,1,name_like,0x159F49F8,,UNTRANSLATED
27718,亊Ｙ,1,name_like,0x5484D86,,UNTRANSLATED
27719,于妻,1,name_like,0x16131717,,UNTRANSLATED
27720,于栫,1,name_like,0x16C5CE5D,,UNTRANSLATED
27721,亘剥,1,name_like,0x1894294E,,UNTRANSLATED
27722,亙杉,1,name_like,0x161EFD8B,,UNTRANSLATED
27723,亙牡,1,name_like,0x39A7C90,,UNTRANSLATED
27724,些脚,1,name_like,0x5F27458,,UNTRANSLATED
27725,仂丘,1,name_like,0x15F00224,,UNTRANSLATED
27726,仂剱,1,name_like,0x16F2BDE4,,UNTRANSLATED
27727,仄寤,1,name_like,0x6B9457,,UNTRANSLATED
27728,仄揶,1,name_like,0x15DAEAB8,,UNTRANSLATED
27729,仄署,1,name_like,0x17047D2F,,UNTRANSLATED
27730,仆噛,1,name_like,0x37DEF41,,UNTRANSLATED
27731,仍嚏,1,name_like,0xABB763,,UNTRANSLATED
27732,仍嚠,1,name_like,0x1E41A8E7,,UNTRANSLATED
27733,仍朽,1,name_like,0x571EAD9,,UNTRANSLATED
27734,仍活,1,name_like,0x59D3C42,,UNTRANSLATED
27735,仍潔,1,name_like,0x1E4976EA,,UNTRANSLATED
27736,仍耳,1,name_like,0x16077F95,,UNTRANSLATED
27737,仍至,1,name_like,0x189846BE,,UNTRANSLATED
27738,仍見,1,name_like,0x1C20EF68,,UNTRANSLATED
27739,仗嘘,1,name_like,0x18DF2216,,UNTRANSLATED
27740,仗囮,1,name_like,0x583C6BB,,UNTRANSLATED
27741,以寤,1,name_like,0x18AD0B29,,UNTRANSLATED
27742,以怏,1,name_like,0xBA0C04,,UNTRANSLATED
27743,以悽,1,name_like,0x1E567A38,,UNTRANSLATED
27744,以梭,1,name_like,0x1614D1A0,,UNTRANSLATED
27745,以肩,1,name_like,0x1126B3,,UNTRANSLATED
27746,伊喚,1,name_like,0x15D92580,,UNTRANSLATED
27747,伊梶,1,name_like,0x16FB2955,,UNTRANSLATED
27748,佇揄,1,name_like,0x16298CA8,,UNTRANSLATED
27749,位囗,1,name_like,0x18896025,,UNTRANSLATED
27750,位飭,1,name_like,0x3CFC5D,,UNTRANSLATED
27751,佞帖,1,name_like,0x18E5E9E0,,UNTRANSLATED
27752,佰葵,1,name_like,0xBE6FC5,,UNTRANSLATED
27753,佳活,1,name_like,0x18954DB0,,UNTRANSLATED
27754,佶揩,1,name_like,0x16523D39,,UNTRANSLATED
27755,佶演,1,name_like,0x18983CF1,,UNTRANSLATED
27756,佻刪,1,name_like,0x8F9720,,UNTRANSLATED
27757,佼死,1,name_like,0x163276EF,,UNTRANSLATED
27758,侈嚔,1,name_like,0x15FC6398,,UNTRANSLATED
27759,侏勘,1,name_like,0x162828EF,,UNTRANSLATED
27760,侏嚠,1,name_like,0x18CB830F,,UNTRANSLATED
27761,侏怦,1,name_like,0xBEF996,,UNTRANSLATED
27762,侑頃,1,name_like,0x162E8646,,UNTRANSLATED
27763,侘囗,1,name_like,0x1E522980,,UNTRANSLATED
27764,侘園,1,name_like,0x18838AEF,,UNTRANSLATED
27765,侘寤,1,name_like,0x1BFED639,,UNTRANSLATED
27766,依剱,1,name_like,0xA0B14B,,UNTRANSLATED
27767,依劔,1,name_like,0x18CC50BE,,UNTRANSLATED
27768,依噫,1,name_like,0x173BC4E1,,UNTRANSLATED
27769,依怦,1,name_like,0x15F5FA31,,UNTRANSLATED
27770,依飭,1,name_like,0xC3D923,,UNTRANSLATED
27771,俐嚔,1,name_like,0x34AB8CA,,UNTRANSLATED
27772,俑刮,1,name_like,0x165F7F2D,,UNTRANSLATED
27773,俚怏,1,name_like,0x1C1B4ABE,,UNTRANSLATED
27774,俚揄,1,name_like,0x38CEAF3,,UNTRANSLATED
27775,俚艶,1,name_like,0x18B81B39,,UNTRANSLATED
27776,俛笈,1,name_like,0x1BFA3B3A,,UNTRANSLATED
27777,俥沿,1,name_like,0x15F7CC54,,UNTRANSLATED
27778,俯刳,1,name_like,0x35239EE,,UNTRANSLATED
27779,俯炎,1,name_like,0x3523A98,,UNTRANSLATED
27780,俯笈,1,name_like,0x173BC40F,,UNTRANSLATED
27781,俾嚠,1,name_like,0x170778C6,,UNTRANSLATED
27782,俾囮,1,name_like,0x1E18DC84,,UNTRANSLATED
27783,們劔,1,name_like,0x15B3B64D,,UNTRANSLATED
27784,們滑,1,name_like,0x18CEB54D,,UNTRANSLATED
27785,倶桐,1,name_like,0x15DFC280,,UNTRANSLATED
27786,假唄,1,name_like,0x165D4030,,UNTRANSLATED
27787,假園,1,name_like,0x172045AD,,UNTRANSLATED
27788,偉刹,1,name_like,0x18C0A47C,,UNTRANSLATED
27789,偉它,1,name_like,0x9BF585,,UNTRANSLATED
27790,偉朽,1,name_like,0x16E14609,,UNTRANSLATED
27791,側傚,1,name_like,0x70D6780,,UNTRANSLATED
27792,傅嚏,1,name_like,0x57A5A09,,UNTRANSLATED
27793,傚攪,1,name_like,0x1E2C9CC0,,UNTRANSLATED
27794,傲嚠,1,name_like,0x168AF467,,UNTRANSLATED
27795,傳町,1,name_like,0x17307E1D,,UNTRANSLATED
27796,傴怦,1,name_like,0x1C2AF983,,UNTRANSLATED
27797,僂兆,1,name_like,0x623002,,UNTRANSLATED
27798,僂薯,1,name_like,0x37B3E21,,UNTRANSLATED
27799,僉協,1,name_like,0x52FD393,,UNTRANSLATED
27800,僊桃,1,name_like,0x5506F13,,UNTRANSLATED
27801,像啜,1,name_like,0x15BC5AD8,,UNTRANSLATED
27802,僑汾,1,name_like,0xC15C00,,UNTRANSLATED
27803,僮兔,1,name_like,0x47B5E97,,UNTRANSLATED
27804,儔眺,1,name_like,0x16F29E8F,,UNTRANSLATED
27805,儚食,1,name_like,0x5367E03,,UNTRANSLATED
27806,儻葵,1,name_like,0x1C16AB8E,,UNTRANSLATED
27807,兪隙,1,name_like,0x1BFA89C4,,UNTRANSLATED
27808,册成,1,name_like,0x15C36BC1,,UNTRANSLATED
27809,册霜,1,name_like,0x16933057,,UNTRANSLATED
27810,冗巵,1,name_like,0x157A4EE0,,UNTRANSLATED
27811,冠臼,1,name_like,0x16128633,,UNTRANSLATED
27812,冪，,1,name_like,0x18ED7E23,,UNTRANSLATED
27813,冲像,1,name_like,0x907432,,UNTRANSLATED
27814,処實,1,name_like,0x304C6A,,UNTRANSLATED
27815,凰含,1,name_like,0x8DFEC6,,UNTRANSLATED
27816,凰汚,1,name_like,0xAA1232,,UNTRANSLATED
27817,凰翠,1,name_like,0x15FEF75D,,UNTRANSLATED
27818,刄項,1,name_like,0x35A54BC,,UNTRANSLATED
27819,切椈,1,name_like,0x18ED1C69,,UNTRANSLATED
27820,刈叶,1,name_like,0x1636712C,,UNTRANSLATED
27821,刈釜,1,name_like,0x549621B,,UNTRANSLATED
27822,刪凰,1,name_like,0x3784CF5,,UNTRANSLATED
27823,刪凹,1,name_like,0x15FEE219,,UNTRANSLATED
27824,刪刪,1,name_like,0x18F23CF8,,UNTRANSLATED
27825,刪刳,1,name_like,0x17088AF5,,UNTRANSLATED
27826,刪岡,1,name_like,0x3997849,,UNTRANSLATED
27827,刪梶,1,name_like,0x16C6A4E5,,UNTRANSLATED
27828,刪活,1,name_like,0x172186FB,,UNTRANSLATED
27829,刪浪,1,name_like,0x1C15C96E,,UNTRANSLATED
27830,刪茜,1,name_like,0x38D9B76,,UNTRANSLATED
27831,刪驫,1,name_like,0x15BB86C5,,UNTRANSLATED
27832,刮鬩,1,name_like,0x1897FF2B,,UNTRANSLATED
27833,刹握,1,name_like,0x18A910C6,,UNTRANSLATED
27834,剛刈,1,name_like,0x16E51E72,,UNTRANSLATED
27835,剞姶,1,name_like,0x34B3754,,UNTRANSLATED
27836,剱帖,1,name_like,0x189D1497,,UNTRANSLATED
27837,割惠,1,name_like,0x16D3D050,,UNTRANSLATED
27838,劇堰,1,name_like,0x18FB05C5,,UNTRANSLATED
27839,劇沓,1,name_like,0x31C931,,UNTRANSLATED
27840,劈ｎ,1,name_like,0x28FD6A,,UNTRANSLATED
27841,劍刮,1,name_like,0x16EF123D,,UNTRANSLATED
27842,劍厖,1,name_like,0x18908AAE,,UNTRANSLATED
27843,劍嚔,1,name_like,0x789818,,UNTRANSLATED
27844,劍壕,1,name_like,0x9AA022,,UNTRANSLATED
27845,劍崋,1,name_like,0x15DA63BD,,UNTRANSLATED
27846,劍沿,1,name_like,0x17D377,,UNTRANSLATED
27847,劍活,1,name_like,0x5D4FCE,,UNTRANSLATED
27848,劒凰,1,name_like,0x1C0879E1,,UNTRANSLATED
27849,劒吏,1,name_like,0x1E108532,,UNTRANSLATED
27850,劒噫,1,name_like,0x1600A5EB,,UNTRANSLATED
27851,劒嚠,1,name_like,0x16B2C07D,,UNTRANSLATED
27852,劒園,1,name_like,0x15BD3F31,,UNTRANSLATED
27853,劔凰,1,name_like,0x15BD1AEA,,UNTRANSLATED
27854,劔刮,1,name_like,0x15D18C7E,,UNTRANSLATED
27855,劔叶,1,name_like,0x18E224F6,,UNTRANSLATED
27856,劔實,1,name_like,0x37C222E,,UNTRANSLATED
27857,劔活,1,name_like,0x1E54305E,,UNTRANSLATED
27858,劔演,1,name_like,0x18ADE352,,UNTRANSLATED
27859,劼濠,1,name_like,0x16B2E97E,,UNTRANSLATED
27860,勇沾,1,name_like,0x15400ACD,,UNTRANSLATED
27861,勍宝,1,name_like,0x1CA5B376,,UNTRANSLATED
27862,勘雅,1,name_like,0x35DA640,,UNTRANSLATED
27863,勠園,1,name_like,0xAF2992,,UNTRANSLATED
27864,勠實,1,name_like,0x163651FC,,UNTRANSLATED
27865,勠沿,1,name_like,0x599DB81,,UNTRANSLATED
27866,勠甥,1,name_like,0x95B3F5,,UNTRANSLATED
27867,勢児,1,name_like,0xB964BD,,UNTRANSLATED
27868,勢朽,1,name_like,0x16CC04CC,,UNTRANSLATED
27869,勣梶,1,name_like,0x160072F9,,UNTRANSLATED
27870,勣沿,1,name_like,0x34B8CC,,UNTRANSLATED
27871,勣缶,1,name_like,0x870785,,UNTRANSLATED
27872,勦刮,1,name_like,0x18CDED2E,,UNTRANSLATED
27873,勦嚔,1,name_like,0x54B5C13,,UNTRANSLATED
27874,勳擠,1,name_like,0x164E2F42,,UNTRANSLATED
27875,勵恫,1,name_like,0x16A963AE,,UNTRANSLATED
27876,勵活,1,name_like,0x15FBDD72,,UNTRANSLATED
27877,匆刪,1,name_like,0x16B5C88C,,UNTRANSLATED
27878,匆麾,1,name_like,0x16B77267,,UNTRANSLATED
27879,匝麾,1,name_like,0x1575C524,,UNTRANSLATED
27880,匣汕,1,name_like,0x1903930F,,UNTRANSLATED
27881,匯噫,1,name_like,0xD52E88,,UNTRANSLATED
27882,匯活,1,name_like,0x43279F,,UNTRANSLATED
27883,匱實,1,name_like,0x15FB67DB,,UNTRANSLATED
27884,匱慨,1,name_like,0x9DAEE0,,UNTRANSLATED
27885,匳撕,1,name_like,0x1E124FE9,,UNTRANSLATED
27886,匸勦,1,name_like,0x38CC97D,,UNTRANSLATED
27887,匸渇,1,name_like,0x189E5365,,UNTRANSLATED
27888,卻鋸,1,name_like,0x530ECB6,,UNTRANSLATED
27889,卿棘,1,name_like,0x54906E2,,UNTRANSLATED
27890,厂嚔,1,name_like,0x18E8BE94,,UNTRANSLATED
27891,厂決,1,name_like,0x39FDF2F,,UNTRANSLATED
27892,厖喩,1,name_like,0x18E45669,,UNTRANSLATED
27893,厖怦,1,name_like,0x15FEAF72,,UNTRANSLATED
27894,厖橿,1,name_like,0xD2AB0B,,UNTRANSLATED
27895,厠鎌,1,name_like,0xBA29C8,,UNTRANSLATED
27896,厥嚠,1,name_like,0x1BF751FD,,UNTRANSLATED
27897,厮嚠,1,name_like,0xC95752,,UNTRANSLATED
27898,叫澆,1,name_like,0xDE2BAF0,,UNTRANSLATED
27899,叭剱,1,name_like,0x1E448521,,UNTRANSLATED
27900,叭鎌,1,name_like,0x15B5CA5B,,UNTRANSLATED
27901,叶刮,1,name_like,0x5711845,,UNTRANSLATED
27902,叶劑,1,name_like,0x73DCB6,,UNTRANSLATED
27903,叶勧,1,name_like,0x59A206E,,UNTRANSLATED
27904,叶噛,1,name_like,0x16CF92FD,,UNTRANSLATED
27905,叶嚏,1,name_like,0x1C1905C9,,UNTRANSLATED
27906,叶園,1,name_like,0x163EF330,,UNTRANSLATED
27907,叶寤,1,name_like,0x37F1EEA,,UNTRANSLATED
27908,叺嚔,1,name_like,0x1E401483,,UNTRANSLATED
27909,叺壤,1,name_like,0x3451FD1,,UNTRANSLATED
27910,吁沿,1,name_like,0x18848159,,UNTRANSLATED
27911,吁笈,1,name_like,0x36D19CF,,UNTRANSLATED
27912,吹沼,1,name_like,0x5F69657,,UNTRANSLATED
27913,呷恙,1,name_like,0x188DCE76,,UNTRANSLATED
27914,呷求,1,name_like,0x15E13E08,,UNTRANSLATED
27915,咨鼾,1,name_like,0x5604E45,,UNTRANSLATED
27916,咬屆,1,name_like,0x1E2D1ABC,,UNTRANSLATED
27917,咬梭,1,name_like,0x17381F20,,UNTRANSLATED
27918,哄携,1,name_like,0x1E1B4AF0,,UNTRANSLATED
27919,哄漁,1,name_like,0x9B83F5,,UNTRANSLATED
27920,哈鎌,1,name_like,0x70A3DF,,UNTRANSLATED
27921,唖刪,1,name_like,0xD906C5,,UNTRANSLATED
27922,唖刮,1,name_like,0xD6262D,,UNTRANSLATED
27923,唖劒,1,name_like,0x281C8B,,UNTRANSLATED
27924,唖囮,1,name_like,0x5ACA2D8,,UNTRANSLATED
27925,唖園,1,name_like,0x1C0B952A,,UNTRANSLATED
27926,唖寤,1,name_like,0x188AF71D,,UNTRANSLATED
27927,唖棠,1,name_like,0x576DCF6,,UNTRANSLATED
27928,唖沿,1,name_like,0x163E45B0,,UNTRANSLATED
27929,唖炎,1,name_like,0x1692E1,,UNTRANSLATED
27930,唖鼈,1,name_like,0x16A96AD0,,UNTRANSLATED
27931,售椙,1,name_like,0x1886BF75,,UNTRANSLATED
27932,商氏,1,name_like,0xC49EAA,,UNTRANSLATED
27933,啣接,1,name_like,0x18C44EDF,,UNTRANSLATED
27934,啼性,1,name_like,0x1650F6CC,,UNTRANSLATED
27935,喃畴,1,name_like,0x4E6AA89,,UNTRANSLATED
27936,嘱痺,1,name_like,0x1FC88BCE,,UNTRANSLATED
27937,噤刈,1,name_like,0x18CAD572,,UNTRANSLATED
27938,噤泊,1,name_like,0x1B40AFAE,,UNTRANSLATED
27939,噫寳,1,name_like,0x18A71007,,UNTRANSLATED
27940,嚔粋,1,name_like,0x18C8BE59,,UNTRANSLATED
27941,嚠刪,1,name_like,0x35F0853,,UNTRANSLATED
27942,嚥審,1,name_like,0x5507768,,UNTRANSLATED
27943,囁恐,1,name_like,0x1720D3C5,,UNTRANSLATED
27944,囁梳,1,name_like,0x5331137,,UNTRANSLATED
27945,囃壕,1,name_like,0x1E59D208,,UNTRANSLATED
27946,囗尹,1,name_like,0x1E10802A,,UNTRANSLATED
27947,囗鎌,1,name_like,0x56E3E84,,UNTRANSLATED
27948,囗齶,1,name_like,0x15FAECCA,,UNTRANSLATED
